y2_statefips,y2_countyfips,y1_statefips,y1_countyfips,y1_state,y1_countyname,n1,n2,agi
01,000,96,000,AL,Total Migration-US and Foreign,101448,214556,4425955
01,000,97,000,AL,Total Migration-US,100562,212411,4379883
01,000,97,001,AL,Total Migration-Same State,56941,120358,2291807
01,000,97,003,AL,Total Migration-Different State,43621,92053,2088076
01,000,98,000,AL,Total Migration-Foreign,886,2145,46072
01,001,96,000,AL,Autauga County Total Migration-US and Foreign,1812,4342,81316
01,001,97,000,AL,Autauga County Total Migration-US,1781,4256,79541
01,001,97,001,AL,Autauga County Total Migration-Same State,1176,2605,47362
01,001,97,003,AL,Autauga County Total Migration-Different State,605,1651,32180
01,001,98,000,AL,Autauga County Total Migration-Foreign,31,86,1774
01,001,01,001,AL,Autauga County Non-migrants,17611,41198,1022862
01,001,01,101,AL,Montgomery County,394,867,15104
01,001,01,051,AL,Elmore County,374,835,15303
01,001,01,021,AL,Chilton County,71,169,2311
01,001,01,047,AL,Dallas County,51,115,1496
01,001,01,073,AL,Jefferson County,39,75,1723
01,001,57,005,FR,Foreign - APO/FPO ZIPs,31,86,1774
01,001,01,081,AL,Lee County,22,46,803
01,001,01,117,AL,Shelby County,21,41,1619
01,001,58,000,SS,Other flows - Same State,204,457,9004
01,001,59,000,DS,Other flows - Different State,605,1651,32180
01,001,59,001,DS,Other flows - Northeast,31,77,1531
01,001,59,003,DS,Other flows - Midwest,87,239,4997
01,001,59,005,DS,Other flows - South,370,988,19100
01,001,59,007,DS,Other flows - West,117,347,6552
01,001,57,009,FR,Foreign - Other flows,-1,-1,-1
01,003,96,000,AL,Baldwin County Total Migration-US and Foreign,5902,12068,329067
01,003,97,000,AL,Baldwin County Total Migration-US,5637,11482,315441
01,003,97,001,AL,Baldwin County Total Migration-Same State,2050,4202,111827
01,003,97,003,AL,Baldwin County Total Migration-Different State,3587,7280,203615
01,003,98,000,AL,Baldwin County Total Migration-Foreign,265,586,13625
01,003,01,003,AL,Baldwin County Non-migrants,67952,148883,4292367
01,003,01,097,AL,Mobile County,890,1794,52608
01,003,12,033,FL,Escambia County,298,599,12119
01,003,01,073,AL,Jefferson County,170,327,10277
01,003,01,117,AL,Shelby County,81,157,5657
01,003,01,125,AL,Tuscaloosa County,80,146,4352
01,003,01,101,AL,Montgomery County,69,142,4620
01,003,01,053,AL,Escambia County,64,144,2929
01,003,12,113,FL,Santa Rosa County,56,89,2333
01,003,01,081,AL,Lee County,52,94,2341
01,003,01,081,AL,Lee County,52,94,2341
01,003,28,059,MS,Jackson County,52,86,3682
01,003,48,201,TX,Harris County,47,90,2654
01,003,01,099,AL,Monroe County,46,91,1803
