y1_statefips,y1_countyfips,y2_statefips,y2_countyfips,y2_state,y2_countyname,n1,n2,agi
01,000,96,000,AL,Total Migration-US and Foreign,104283,218437,4458422
01,000,97,000,AL,Total Migration-US,103441,216547,4418019
01,000,97,001,AL,Total Migration-Same State,56941,120358,2291807
01,000,97,003,AL,Total Migration-Different State,46500,96189,2126211
01,000,98,000,AL,Total Migration-Foreign,842,1890,40404
01,001,96,000,AL,Autauga County Total Migration-US and Foreign,1862,4352,85052
01,001,97,000,AL,Autauga County Total Migration-US,1832,4271,82958
01,001,97,001,AL,Autauga County Total Migration-Same State,1152,2482,44743
01,001,97,003,AL,Autauga County Total Migration-Different State,680,1789,38215
01,001,98,000,AL,Autauga County Total Migration-Foreign,30,81,2095
01,001,01,001,AL,Autauga County Non-migrants,17611,41198,1022862
01,001,01,051,AL,Elmore County,403,871,15691
01,001,01,101,AL,Montgomery County,335,715,12434
01,001,01,021,AL,Chilton County,81,199,2444
01,001,01,117,AL,Shelby County,43,118,2785
01,001,01,073,AL,Jefferson County,36,67,1466
01,001,48,453,TX,Travis County,33,70,868
01,001,57,005,FR,Foreign - APO/FPO ZIPs,30,81,2095
01,001,01,047,AL,Dallas County,28,58,753
01,001,01,081,AL,Lee County,27,56,1116
01,001,01,003,AL,Baldwin County,25,53,962
01,001,51,059,VA,Fairfax County,24,97,2483
01,001,58,000,SS,Other flows - Same State,174,345,7091
01,001,59,000,DS,Other flows - Different State,623,1622,34864
01,001,59,001,DS,Other flows - Northeast,25,57,1439
01,001,59,003,DS,Other flows - Midwest,82,236,4990
01,001,59,005,DS,Other flows - South,420,1050,22566
01,001,59,007,DS,Other flows - West,96,279,5869
01,001,57,009,FR,Foreign - Other flows,-1,-1,-1
01,003,96,000,AL,Baldwin County Total Migration-US and Foreign,4197,8113,198584
01,003,97,000,AL,Baldwin County Total Migration-US,4173,8064,196436
01,003,97,001,AL,Baldwin County Total Migration-Same State,1540,2898,63055
01,003,97,003,AL,Baldwin County Total Migration-Different State,2633,5166,133381
01,003,98,000,AL,Baldwin County Total Migration-Foreign,24,49,2148
01,003,01,003,AL,Baldwin County Non-migrants,67952,148883,4292367
01,003,01,097,AL,Mobile County,721,1300,28946
01,003,12,033,FL,Escambia County,336,636,17526
01,003,01,073,AL,Jefferson County,125,222,5457
01,003,01,053,AL,Escambia County,84,182,3719
01,003,12,113,FL,Santa Rosa County,64,132,2574
01,003,01,117,AL,Shelby County,59,112,3249
01,003,01,125,AL,Tuscaloosa County,44,71,1172
01,003,01,081,AL,Lee County,43,64,2016
01,003,28,059,MS,Jackson County,41,71,1948
01,003,48,201,TX,Harris County,39,86,3679
01,003,01,101,AL,Montgomery County,38,58,1537
01,003,28,047,MS,Harrison County,36,76,1832
01,003,28,047,MS,Harrison County,36,76,1832
01,003,01,089,AL,Madison County,32,59,1804
01,003,48,453,TX,Travis County,32,65,1392
01,003,22,103,LA,St. Tammany Parish,31,71,1501
01,003,12,091,FL,Okaloosa County,30,63,1143
01,003,13,121,GA,Fulton County,29,44,1221
01,003,01,099,AL,Monroe County,26,67,946
01,003,01,025,AL,Clarke County,25,51,859
01,003,01,069,AL,Houston County,24,37,733
01,003,01,051,AL,Elmore County,21,35,748
01,003,06,037,CA,Los Angeles County,21,31,552
01,003,12,095,FL,Orange County,21,37,956
01,003,13,135,GA,Gwinnett County,21,43,485
01,003,01,039,AL,Covington County,20,37,952
01,003,13,089,GA,DeKalb County,20,38,741
01,003,47,037,TN,Davidson County,20,27,607
01,003,58,000,SS,Other flows - Same State,278,603,10915
01,003,59,000,DS,Other flows - Different State,1891,3745,99236
01,003,59,001,DS,Other flows - Northeast,121,230,7905
01,003,59,003,DS,Other flows - Midwest,313,615,15141
01,003,59,005,DS,Other flows - South,1202,2394,60423
01,003,59,007,DS,Other flows - West,255,506,15767
01,003,57,009,FR,Foreign - Other flows,24,49,2148
01,005,96,000,AL,Barbour County Total Migration-US and Foreign,544,1197,17663
01,005,97,000,AL,Barbour County Total Migration-US,544,1197,17663
01,005,97,001,AL,Barbour County Total Migration-Same State,326,753,9544
01,005,97,003,AL,Barbour County Total Migration-Different State,218,444,8119
01,005,98,000,AL,Barbour County Total Migration-Foreign,-1,-1,-1
01,005,01,005,AL,Barbour County Non-migrants,7635,17095,345965
01,005,01,067,AL,Henry County,48,109,1349
01,005,01,069,AL,Houston County,47,116,1058
01,005,01,045,AL,Dale County,45,111,1364
01,005,01,109,AL,Pike County,34,72,908
01,005,01,113,AL,Russell County,27,64,758
01,005,01,101,AL,Montgomery County,22,55,531
01,005,13,215,GA,Muscogee County,21,39,828
01,005,58,000,SS,Other flows - Same State,103,226,3576
01,005,59,000,DS,Other flows - Different State,197,405,7290
01,005,59,001,DS,Other flows - Northeast,-1,-1,-1
01,005,59,003,DS,Other flows - Midwest,22,43,718
01,005,59,005,DS,Other flows - South,175,362,6572
01,005,59,007,DS,Other flows - West,-1,-1,-1
01,005,57,009,FR,Foreign - Other flows,-1,-1,-1
01,007,96,000,AL,Bibb County Total Migration-US and Foreign,399,888,13542
01,007,97,000,AL,Bibb County Total Migration-US,399,888,13542
01,007,97,001,AL,Bibb County Total Migration-Same State,335,764,11347
01,007,97,003,AL,Bibb County Total Migration-Different State,64,124,2195
01,007,01,007,AL,Bibb County Non-migrants,6156,14625,312119
01,007,01,125,AL,Tuscaloosa County,110,265,4062
01,007,01,073,AL,Jefferson County,79,186,2887
01,007,01,117,AL,Shelby County,61,123,1657
01,007,01,021,AL,Chilton County,26,64,738
01,007,58,000,SS,Other flows - Same State,59,126,2002
01,007,59,000,DS,Other flows - Different State,64,124,2195
01,007,59,001,DS,Other flows - Northeast,-1,-1,-1
01,007,59,003,DS,Other flows - Midwest,-1,-1,-1
01,007,59,005,DS,Other flows - South,64,124,2195
01,007,59,007,DS,Other flows - West,-1,-1,-1
01,009,96,000,AL,Blount County Total Migration-US and Foreign,1086,2411,39470
01,009,97,000,AL,Blount County Total Migration-US,1086,2411,39470
01,009,97,001,AL,Blount County Total Migration-Same State,881,1972,31833
01,009,97,003,AL,Blount County Total Migration-Different State,205,439,7637
01,009,98,000,AL,Blount County Total Migration-Foreign,-1,-1,-1
01,009,01,009,AL,Blount County Non-migrants,17284,42278,898467
01,009,01,073,AL,Jefferson County,378,828,14522
01,009,01,095,AL,Marshall County,109,244,3324
01,009,01,043,AL,Cullman County,87,216,3330
01,009,01,115,AL,St. Clair County,64,156,2532
01,009,01,055,AL,Etowah County,56,129,1641
01,009,01,117,AL,Shelby County,34,67,1626
01,009,01,127,AL,Walker County,22,53,718
01,009,01,089,AL,Madison County,20,35,596
01,009,58,000,SS,Other flows - Same State,111,244,3544
01,009,59,000,DS,Other flows - Different State,205,439,7637
01,009,59,001,DS,Other flows - Northeast,-1,-1,-1
01,009,59,003,DS,Other flows - Midwest,-1,-1,-1
01,009,59,005,DS,Other flows - South,181,389,6807
01,009,59,007,DS,Other flows - West,24,50,831
01,009,57,009,FR,Foreign - Other flows,-1,-1,-1
01,011,96,000,AL,Bullock County Total Migration-US and Foreign,191,421,5024
01,011,97,000,AL,Bullock County Total Migration-US,191,421,5024
01,011,97,001,AL,Bullock County Total Migration-Same State,150,337,4032
01,011,97,003,AL,Bullock County Total Migration-Different State,41,84,992
01,011,01,011,AL,Bullock County Non-migrants,3016,6561,106029
01,011,01,101,AL,Montgomery County,47,101,1227
01,011,01,109,AL,Pike County,24,57,855
01,011,58,000,SS,Other flows - Same State,79,179,1951
01,011,59,000,DS,Other flows - Different State,41,84,992
01,011,59,001,DS,Other flows - Northeast,-1,-1,-1
01,011,59,003,DS,Other flows - Midwest,-1,-1,-1
01,011,59,005,DS,Other flows - South,41,84,992
01,011,59,007,DS,Other flows - West,-1,-1,-1
01,013,96,000,AL,Butler County Total Migration-US and Foreign,344,753,13247
01,013,97,000,AL,Butler County Total Migration-US,344,753,13247
01,013,97,001,AL,Butler County Total Migration-Same State,272,607,10496
01,013,97,003,AL,Butler County Total Migration-Different State,72,146,2751
01,013,98,000,AL,Butler County Total Migration-Foreign,-1,-1,-1
01,013,01,013,AL,Butler County Non-migrants,6544,14649,279480
01,013,01,101,AL,Montgomery County,58,128,1816
01,013,01,041,AL,Crenshaw County,31,74,932
01,013,01,035,AL,Conecuh County,23,54,644
01,013,01,085,AL,Lowndes County,23,49,544
01,013,58,000,SS,Other flows - Same State,137,302,6560
01,013,59,000,DS,Other flows - Different State,72,146,2751
01,013,59,001,DS,Other flows - Northeast,-1,-1,-1
01,013,59,003,DS,Other flows - Midwest,-1,-1,-1
01,013,59,005,DS,Other flows - South,72,146,2751
01,013,59,007,DS,Other flows - West,-1,-1,-1
01,013,57,009,FR,Foreign - Other flows,-1,-1,-1
01,015,96,000,AL,Calhoun County Total Migration-US and Foreign,2284,4602,85960
01,015,97,000,AL,Calhoun County Total Migration-US,2284,4602,85960
01,015,97,001,AL,Calhoun County Total Migration-Same State,1324,2694,46796
01,015,97,003,AL,Calhoun County Total Migration-Different State,960,1908,39165
01,015,98,000,AL,Calhoun County Total Migration-Foreign,-1,-1,-1
01,015,01,015,AL,Calhoun County Non-migrants,37871,84318,1842645
01,015,01,121,AL,Talladega County,358,787,14237
01,015,01,055,AL,Etowah County,180,383,6363
01,015,01,073,AL,Jefferson County,136,233,4085
01,015,01,115,AL,St. Clair County,93,181,3122
01,015,01,029,AL,Cleburne County,82,184,2572
01,015,01,019,AL,Cherokee County,47,107,1178
01,015,01,089,AL,Madison County,41,68,1368
01,015,01,111,AL,Randolph County,39,82,2108
01,015,01,117,AL,Shelby County,36,56,1680
01,015,48,453,TX,Travis County,32,64,606
01,015,01,095,AL,Marshall County,30,60,740
01,015,01,101,AL,Montgomery County,27,41,743
01,015,01,125,AL,Tuscaloosa County,25,50,980
01,015,13,121,GA,Fulton County,25,41,893
01,015,01,003,AL,Baldwin County,23,47,1289
01,015,01,027,AL,Clay County,22,46,725
01,015,13,045,GA,Carroll County,22,47,1129
01,015,01,081,AL,Lee County,21,40,547
01,015,13,067,GA,Cobb County,21,38,809
01,015,58,000,SS,Other flows - Same State,164,329,5059
01,015,59,000,DS,Other flows - Different State,860,1718,35728
01,015,59,001,DS,Other flows - Northeast,57,105,2434
01,015,59,003,DS,Other flows - Midwest,103,209,4374
01,015,59,005,DS,Other flows - South,604,1234,25120
01,015,59,007,DS,Other flows - West,96,170,3800
