y2_statefips,y2_countyfips,y1_statefips,y1_countyfips,y1_state,y1_countyname,n1,n2,agi
1,1,96,0,AL,Autauga County Total Migration-US and Foreign,2104,4587,123290
1,1,97,0,AL,Autauga County Total Migration-US,2074,4495,120106
1,1,97,1,AL,Autauga County Total Migration-Same State,1362,2783,67591
1,1,97,3,AL,Autauga County Total Migration-Different State,712,1712,52515
1,1,98,0,AL,Autauga County Total Migration-Foreign,30,92,3184
1,1,1,1,AL,Autauga County Non-migrants,18703,40564,1273371
1,1,1,51,AL,Elmore County,453,933,22587
1,1,1,101,AL,Montgomery County,430,888,22018
1,1,1,21,AL,Chilton County,72,174,3368
1,1,1,47,AL,Dallas County,64,139,2494
1,1,1,73,AL,Jefferson County,55,94,2600
1,1,57,5,FR,Foreign - APO/FPO ZIPs,30,92,3184
1,1,1,117,AL,Shelby County,28,56,1895
1,1,1,81,AL,Lee County,24,32,1031
1,1,1,85,AL,Lowndes County,23,50,776
1,1,1,125,AL,Tuscaloosa County,20,48,978
1,1,8,41,CO,El Paso County,20,63,1892
1,1,58,0,SS,Other flows - Same State,193,369,9844
1,1,59,0,DS,Other flows - Different State,692,1649,50623
1,1,59,1,DS,Other flows - Northeast,39,75,2706
1,1,59,3,DS,Other flows - Midwest,86,215,5582
1,1,59,5,DS,Other flows - South,438,1018,31537
1,1,59,7,DS,Other flows - West,129,341,10798
1,1,57,9,FR,Foreign - Other flows,-1,-1,-1
1,3,96,0,AL,Baldwin County Total Migration-US and Foreign,7870,15440,669085
1,3,97,0,AL,Baldwin County Total Migration-US,7870,15440,669085
1,3,97,1,AL,Baldwin County Total Migration-Same State,2655,5098,214293
1,3,97,3,AL,Baldwin County Total Migration-Different State,5215,10342,454792
1,3,1,3,AL,Baldwin County Non-migrants,78899,163060,6136734
1,3,1,97,AL,Mobile County,1124,2112,84700
1,3,12,33,FL,Escambia County,439,808,28957
1,3,1,73,AL,Jefferson County,225,434,21998
1,3,1,117,AL,Shelby County,165,328,26613
1,3,1,53,AL,Escambia County,96,195,3414
1,3,12,113,FL,Santa Rosa County,96,205,5915
1,3,1,101,AL,Montgomery County,88,163,10833
1,3,1,125,AL,Tuscaloosa County,88,162,5813
1,3,1,89,AL,Madison County,83,165,9843
1,3,28,59,MS,Jackson County,69,128,5561
1,3,28,47,MS,Harrison County,57,126,2933
1,3,48,201,TX,Harris County,54,109,8739
1,3,1,115,AL,St. Clair County,49,103,4001
1,3,47,157,TN,Shelby County,49,96,5332
1,3,1,81,AL,Lee County,47,79,2964
1,3,12,91,FL,Okaloosa County,46,92,2875
