y2_statefips,y2_countyfips,y1_statefips,y1_countyfips,y1_state,y1_countyname,n1,n2,agi
01,001,96,000,AL,Autauga County Total Migration-US and Foreign,1917,4307,104525
01,001,97,000,AL,Autauga County Total Migration-US,1885,4207,102047
01,001,97,001,AL,Autauga County Total Migration-Same State,1260,2636,59725
01,001,97,003,AL,Autauga County Total Migration-Different State,625,1571,42323
01,001,98,000,AL,Autauga County Total Migration-Foreign,32,100,2478
01,001,01,001,AL,Autauga County Non-migrants,18240,41115,1206055
01,001,01,051,AL,Elmore County,416,895,20923
01,001,01,101,AL,Montgomery County,381,804,18331
01,001,01,021,AL,Chilton County,81,183,3267
01,001,01,047,AL,Dallas County,64,152,2706
01,001,01,073,AL,Jefferson County,56,107,2891
01,001,57,005,FR,Foreign - APO/FPO ZIPs,32,100,2478
01,001,01,081,AL,Lee County,23,36,995
01,001,01,117,AL,Shelby County,22,33,1188
01,001,01,125,AL,Tuscaloosa County,22,38,775
01,001,58,000,SS,Other flows - Same State,195,388,8648
01,001,59,000,DS,Other flows - Different State,625,1571,42323
01,001,59,001,DS,Other flows - Northeast,38,95,2695
01,001,59,003,DS,Other flows - Midwest,78,175,5161
01,001,59,005,DS,Other flows - South,400,968,26290
01,001,59,007,DS,Other flows - West,109,333,8176
01,001,57,009,FR,Foreign - Other flows,-1,-1,-1
01,003,96,000,AL,Baldwin County Total Migration-US and Foreign,6448,12508,476155
01,003,97,000,AL,Baldwin County Total Migration-US,6428,12468,474796
01,003,97,001,AL,Baldwin County Total Migration-Same State,2290,4441,169339
01,003,97,003,AL,Baldwin County Total Migration-Different State,4138,8027,305456
01,003,98,000,AL,Baldwin County Total Migration-Foreign,20,40,1359
01,003,01,003,AL,Baldwin County Non-migrants,76068,162619,5895163
01,003,01,097,AL,Mobile County,976,1860,80668
01,003,12,033,FL,Escambia County,358,689,16115
01,003,01,073,AL,Jefferson County,163,293,13591
01,003,01,125,AL,Tuscaloosa County,104,186,10016
01,003,01,117,AL,Shelby County,94,187,7917
01,003,01,053,AL,Escambia County,87,180,5224
01,003,12,113,FL,Santa Rosa County,83,141,4436
01,003,01,101,AL,Montgomery County,82,150,7203
01,003,01,089,AL,Madison County,62,111,4015
01,003,12,091,FL,Okaloosa County,62,101,3311
01,003,28,059,MS,Jackson County,56,123,4431
01,003,01,081,AL,Lee County,55,87,2699
01,003,01,051,AL,Elmore County,50,110,3078
01,003,47,157,TN,Shelby County,49,88,5017
01,003,06,073,CA,San Diego County,42,93,2576
01,003,12,005,FL,Bay County,40,73,2110
01,003,01,015,AL,Calhoun County,38,80,1868
01,003,01,115,AL,St. Clair County,37,71,2294
01,003,01,099,AL,Monroe County,34,61,1622
01,003,48,201,TX,Harris County,33,58,1623
01,003,01,069,AL,Houston County,31,59,1573
01,003,04,013,AZ,Maricopa County,31,70,4630
01,003,13,121,GA,Fulton County,31,55,2966
01,003,12,131,FL,Walton County,30,46,2742
01,003,13,067,GA,Cobb County,30,54,2493
01,003,13,135,GA,Gwinnett County,30,58,2086
01,003,48,113,TX,Dallas County,29,56,2336
01,003,01,025,AL,Clarke County,28,55,1861
01,003,12,011,FL,Broward County,27,56,1494
01,003,28,047,MS,Harrison County,27,46,1345
01,003,01,103,AL,Morgan County,26,59,1201
01,003,01,129,AL,Washington County,25,52,1833
01,003,28,121,MS,Rankin County,25,59,2679
01,003,01,055,AL,Etowah County,24,47,1071
01,003,01,121,AL,Talladega County,24,47,1346
01,003,28,075,MS,Lauderdale County,24,50,1561
01,003,47,037,TN,Davidson County,23,40,2064
01,003,12,031,FL,Duval County,22,46,1315
01,003,01,077,AL,Lauderdale County,21,55,1560
01,003,12,095,FL,Orange County,20,43,1408
01,003,22,103,LA,St. Tammany Parish,20,35,1778
01,003,48,439,TX,Tarrant County,20,36,1394
01,003,58,000,SS,Other flows - Same State,329,693,17021
01,003,59,000,DS,Other flows - Different State,3026,5913,230203
01,003,59,001,DS,Other flows - Northeast,178,315,21971
01,003,59,003,DS,Other flows - Midwest,756,1422,51204
01,003,59,005,DS,Other flows - South,1723,3385,124255
01,003,59,007,DS,Other flows - West,369,791,32774
01,003,57,009,FR,Foreign - Other flows,20,40,1359
01,005,96,000,AL,Barbour County Total Migration-US and Foreign,403,814,18196
01,005,97,000,AL,Barbour County Total Migration-US,403,814,18196
01,005,97,001,AL,Barbour County Total Migration-Same State,233,471,8267
01,005,97,003,AL,Barbour County Total Migration-Different State,170,343,9929
01,005,01,005,AL,Barbour County Non-migrants,7140,15200,337952
01,005,01,069,AL,Houston County,36,65,1077
01,005,01,067,AL,Henry County,34,64,1072
01,005,01,045,AL,Dale County,32,74,1308
01,005,01,101,AL,Montgomery County,20,40,527
01,005,13,239,GA,Quitman County,20,50,602
01,005,58,000,SS,Other flows - Same State,111,228,4283
01,005,59,000,DS,Other flows - Different State,150,293,9327
01,005,59,001,DS,Other flows - Northeast,-1,-1,-1
01,005,59,003,DS,Other flows - Midwest,-1,-1,-1
01,005,59,005,DS,Other flows - South,150,293,9327
01,005,59,007,DS,Other flows - West,-1,-1,-1
01,007,96,000,AL,Bibb County Total Migration-US and Foreign,386,802,16120
01,007,97,000,AL,Bibb County Total Migration-US,386,802,16120
01,007,97,001,AL,Bibb County Total Migration-Same State,336,712,13867
01,007,97,003,AL,Bibb County Total Migration-Different State,50,90,2253
01,007,01,007,AL,Bibb County Non-migrants,6110,13989,354438
01,007,01,125,AL,Tuscaloosa County,104,242,4676
01,007,01,073,AL,Jefferson County,79,161,3836
01,007,01,117,AL,Shelby County,60,117,2490
01,007,01,021,AL,Chilton County,24,55,913
01,007,58,000,SS,Other flows - Same State,69,137,1953
01,007,59,000,DS,Other flows - Different State,50,90,2253
01,007,59,001,DS,Other flows - Northeast,-1,-1,-1
01,007,59,003,DS,Other flows - Midwest,-1,-1,-1
01,007,59,005,DS,Other flows - South,50,90,2253
01,007,59,007,DS,Other flows - West,-1,-1,-1
01,009,96,000,AL,Blount County Total Migration-US and Foreign,1154,2441,52302
01,009,97,000,AL,Blount County Total Migration-US,1154,2441,52302
01,009,97,001,AL,Blount County Total Migration-Same State,1016,2141,45029
01,009,97,003,AL,Blount County Total Migration-Different State,138,300,7273
01,009,01,009,AL,Blount County Non-migrants,17525,41361,1029832
01,009,01,073,AL,Jefferson County,516,1101,26513
01,009,01,043,AL,Cullman County,113,219,3986
01,009,01,095,AL,Marshall County,85,181,2419
01,009,01,115,AL,St. Clair County,68,137,3703
01,009,01,055,AL,Etowah County,59,140,2308
01,009,01,117,AL,Shelby County,30,59,1483
01,009,01,127,AL,Walker County,24,54,719
01,009,58,000,SS,Other flows - Same State,121,250,3898
01,009,59,000,DS,Other flows - Different State,138,300,7273
01,009,59,001,DS,Other flows - Northeast,-1,-1,-1
01,009,59,003,DS,Other flows - Midwest,-1,-1,-1
01,009,59,005,DS,Other flows - South,112,242,5975
